battery_id,file_id,avg_voltage,avg_temperature,avg_current,cycle_number,SoH,RUL,anomaly,anomaly_label
B0005,05386,3.5236841955396794,32.844884753601065,-1.8432799764914718,78,85.9432911506851,90,1,Normal
B0005,05390,3.519146638240667,32.31731555011648,-1.8297985059575375,79,84.82309964083231,89,1,Normal
B0005,05394,3.516233648608237,32.06376130177751,-1.8236746835609148,80,84.29370312695893,88,1,Normal
B0005,05398,3.514773138461639,32.21997626855924,-1.8176720770210877,81,84.0170490705315,87,1,Normal
B0005,05402,3.5132992979150073,32.7120225448885,-1.8179238657973993,82,84.00173086716401,86,1,Normal
B0005,05406,3.514484830704665,32.94502214735569,-1.8171606739096455,83,83.74359751414072,85,1,Normal
B0005,05410,3.5109677353595243,32.857549597381336,-1.8110297241968543,84,83.43035835418965,84,1,Normal
B0005,05414,3.5109358749578012,32.629663328789654,-1.8094435644526072,85,82.8573671813329,83,1,Normal
B0005,05418,3.5093930982174153,32.379859014262976,-1.802653733144349,86,82.30135260370754,82,1,Normal
B0005,05422,3.5066782411556563,32.68215852457038,-1.8031542757366414,87,82.33426447360578,81,1,Normal
B0005,05426,3.5109885623008097,32.99387423636739,-1.7965666438696486,88,82.01764839394087,80,1,Normal
B0005,05430,3.510305462695178,33.045397072111655,-1.7959771394311954,89,81.73963242800902,79,1,Normal
B0005,05433,3.5222215314850214,32.856295641052824,-1.8229169917572352,90,86.49769888680267,78,1,Normal
B0005,05436,3.5163492154331264,33.33950238056361,-1.8294275689587538,91,84.23699116610503,77,1,Normal
B0005,05440,3.5134397623234963,33.35156485472646,-1.816317296828028,92,83.38820438085875,76,1,Normal
B0005,05444,3.5151375220090753,33.147486361012966,-1.8033689952639715,93,82.54166152720487,75,1,Normal
B0005,05448,3.50830390643132,33.007275861749356,-1.8026707531194943,94,82.24956494324316,74,1,Normal
B0005,05452,3.509190808443004,32.91990812745461,-1.7958941337499832,95,81.71115433925787,73,1,Normal
B0005,05456,3.5068097579555353,32.99903328622305,-1.7953449635277947,96,81.43861246029735,72,1,Normal
B0005,05460,3.50609090727422,33.03772281691292,-1.7893518988259454,97,81.15131183620758,71,1,Normal
B0005,05464,3.5037157727265953,33.07740307192613,-1.7883879159763683,98,80.88098717121403,70,1,Normal
B0005,05468,3.5067479961367156,33.054679815239886,-1.7815447770741009,99,80.30457886878682,69,1,Normal
B0005,05472,3.5058813026542324,33.11570360624461,-1.7753115642966961,100,80.03654470798277,68,1,Normal
B0005,05476,3.504168333530808,33.12942148982364,-1.7742377662318358,101,79.7427260414016,67,1,Normal
B0005,05480,3.5030568931470634,33.13068131049335,-1.773860289771637,102,79.4624068205663,66,1,Normal
B0005,05484,3.4982324882487936,33.200692103297186,-1.780970241981452,103,80.03844153038008,65,1,Normal
B0005,05487,3.5065859365661325,33.78697527817091,-1.7879098523188452,104,80.58723226653154,64,1,Normal
B0005,05491,3.5014571406979607,33.673365085761986,-1.780229415660985,105,79.76356737393388,63,1,Normal
B0005,05495,3.5016583871628097,33.535818118317145,-1.773101516889421,106,79.16855834115799,62,1,Normal
B0005,05499,3.4966186408455298,33.322699821885095,-1.7705879947441514,107,78.31462853887024,61,1,Normal
B0005,05503,3.4991645719433246,33.346230327490304,-1.7600629827474803,108,78.32782438583527,60,1,Normal
B0005,05507,3.4960807773600733,33.649489004859234,-1.765575132998529,109,78.37509350133121,59,1,Normal
B0005,05511,3.4959014526387993,33.79269513542103,-1.7588271887545277,110,78.05289427291893,58,1,Normal
B0005,05515,3.497586979902671,33.52446663707275,-1.7516428147438297,111,77.49424644709046,57,1,Normal
B0005,05519,3.4956989619989507,33.39042251934235,-1.7513097768253418,112,77.21277376203587,56,1,Normal
B0005,05523,3.492875380810072,33.67370212742761,-1.7511840784846122,113,77.21010517012333,55,1,Normal
B0005,05527,3.4955107642336807,33.91080564765892,-1.7446206812145286,114,76.92294908297353,54,1,Normal
B0005,05531,3.4942333590450825,33.7850680599871,-1.7436362428649814,115,76.64583676775115,53,1,Normal
B0005,05535,3.491197414255986,33.61126807392733,-1.7425325036061032,116,76.3500477749881,52,1,Normal
B0005,05539,3.488909408157623,33.45598581472246,-1.7419837011363046,117,76.07965521102183,51,1,Normal
B0005,05543,3.487376295811431,33.723267448788484,-1.7421680980861822,118,76.08878881159706,50,1,Normal
B0005,05547,3.491994243745711,34.05007636985734,-1.7358413784206181,119,75.82051768100094,49,1,Normal
B0005,05551,3.491585878898649,33.889346908026745,-1.7567879869499756,120,77.20989824377313,48,1,Normal
B0005,05553,3.4955762270464255,34.067648550088656,-1.7573176114092575,121,77.47184287655712,47,1,Normal
B0005,05557,3.4938988589692483,33.75168100943646,-1.742762839332656,122,76.34604477007022,46,1,Normal
B0005,05561,3.4915916296838394,33.46482299584788,-1.7352637407600362,123,75.78729852409037,45,1,Normal
B0005,05565,3.4885729299834787,33.40210697922145,-1.7344350518111926,124,75.4760717819057,44,1,Normal
B0005,05569,3.4869021151089834,33.41068891771223,-1.7280392046289716,125,75.23351936621818,43,1,Normal
B0005,05573,3.4855485210036425,33.38984948261314,-1.7326888725308258,126,74.94178378216988,42,1,Normal
B0005,05577,3.4838912547260388,33.3700433438796,-1.7260735249920125,127,74.66944037718936,41,1,Normal
B0005,05581,3.483198941484065,33.27215987470977,-1.7195393742714096,128,74.35744841131499,40,1,Normal
B0005,05585,3.483627444709889,33.222444215660225,-1.7185829844462923,129,74.07733548873459,39,1,Normal
B0005,05589,3.480172442538601,33.26207748383125,-1.717672415155695,130,73.82289732324246,38,1,Normal
B0005,05593,3.4784521486109754,33.31202990551653,-1.7177080769362933,131,73.8226686191633,37,1,Normal
B0005,05597,3.4785782556105507,33.25287943255863,-1.7109669363015378,132,73.5117025606729,36,1,Normal
B0005,05601,3.4825195584604574,33.745054045019884,-1.7184206130755166,133,74.0857170090398,35,1,Normal
B0005,05603,3.4886823636752835,33.88841975386692,-1.7260471943596487,134,74.6631245442362,34,1,Normal
B0005,05605,3.4858502383832755,33.7353756996425,-1.7120216134085062,135,73.78719555127384,33,1,Normal
B0005,05609,3.478794177297152,33.59131052719713,-1.711022510206629,136,73.51424952422319,32,1,Normal
B0005,05613,3.4812826020756735,33.32366688599415,-1.703421414006958,137,72.95077959801871,31,1,Normal
B0005,05617,3.480352041587074,33.691961507697364,-1.703574708739156,138,72.96799787853682,30,1,Normal
B0005,05621,3.4781127815565127,33.887639684793655,-1.7034912994217157,139,72.97134934112401,29,1,Normal
B0005,05625,3.4765867130506125,33.67308060941856,-1.7023383270190764,140,72.68107407422197,28,1,Normal
B0005,05629,3.4733769291841643,33.411988203265814,-1.7014238498912502,141,72.40497181525036,27,1,Normal
B0005,05633,3.4726366397371127,33.29926524979532,-1.6950436046971957,142,72.12499067079482,26,1,Normal
B0005,05637,3.473439372740961,33.59980731390034,-1.695057731610264,143,72.12085080709218,25,1,Normal
B0005,05641,3.4754777099091454,33.61961195858584,-1.6937809113323188,144,71.8564888195292,24,1,Normal
B0005,05645,3.4722884821666766,33.3945201718652,-1.6869434054016965,145,71.56765060826295,23,1,Normal
B0005,05649,3.471373665098864,33.16734508187535,-1.686064911294459,146,71.27281792431958,22,1,Normal
B0005,05653,3.4726160162875095,33.10962161613893,-1.6795829780331422,147,71.00339835664494,21,1,Normal
B0005,05657,3.4738146874457905,33.46501751186519,-1.6797938402923547,148,71.01941165230102,20,1,Normal
B0005,05661,3.4701426486639693,33.442619101404404,-1.6851739865098712,149,71.0100712409744,19,1,Normal
B0005,05665,3.467523652225441,33.037928170775885,-1.6863812036302581,150,71.31060557689288,18,1,Normal
B0005,05668,3.476752584083926,33.4949493613756,-1.715777469309528,151,73.26317762261326,17,1,Normal
B0005,05672,3.475895682736913,33.491363029025784,-1.7007216920098713,152,72.15404057003529,16,1,Normal
B0005,05676,3.475812179626641,33.329808599922345,-1.6928138295817337,153,71.58834698305492,15,1,Normal
B0005,05680,3.4746554404904435,33.27302769298771,-1.6861104874993165,154,71.29992439790136,14,1,Normal
B0005,05684,3.472301781313945,33.229879126701434,-1.6850437850434057,155,71.02843154047164,13,1,Normal
B0005,05688,3.4729305773503527,33.20860833999321,-1.678524839793589,156,70.750553836426,12,1,Normal
B0005,05692,3.4696192030612285,33.236115055926255,-1.6839115230941766,157,70.73584494666221,11,1,Normal
B0005,05696,3.470018470757559,33.18660088296571,-1.6773783325850857,158,70.4446461650727,10,1,Normal
B0005,05700,3.470762691935287,33.174058099115534,-1.6764253732061751,159,70.18808229071342,9,1,Normal
B0005,05704,3.468111467035994,33.253984518546055,-1.67627880896028,160,70.2055581572122,8,1,Normal
B0005,05708,3.4648625780221494,33.3198093248819,-1.6817992883033974,161,70.20839620292976,7,1,Normal
B0005,05712,3.467864133752208,33.33765795318199,-1.6750812261110135,162,69.9109008817086,6,1,Normal
B0005,05716,3.464021404592563,33.29076744042025,-1.675366426273468,163,69.92094269724848,5,1,Normal
B0005,05720,3.4664623858156736,33.27568841807218,-1.674487920109521,164,69.67263011532883,4,1,Normal
B0005,05724,3.46850906693551,33.32067807371405,-1.6674467270234996,165,69.3785144017562,3,1,Normal
B0005,05728,3.466806213058136,33.373149728967185,-1.6674702882406252,166,69.34884167276275,2,1,Normal
B0005,05732,3.4710707220080397,33.71351889594897,-1.6888978346592107,167,70.51032770552519,1,1,Normal
B0005,05734,3.475472204020004,33.86531768239223,-1.6979281889133206,168,71.37561578838873,0,1,Normal
B0006,04506,3.556946061827572,32.142777859921516,-1.990533350635129,1,100.0,167,1,Normal
B0006,04508,3.5614758013870795,32.29307515705474,-1.990277542145709,2,99.49898508143073,166,1,Normal
B0006,04510,3.566752469641321,32.24414709253608,-1.9899467848963857,3,98.91854698908898,165,1,Normal
B0006,04512,3.568795337151627,32.14711742429942,-1.989600928209944,4,98.91649790372313,164,1,Normal
B0006,04514,3.5639705032899403,32.06687277315467,-1.9895483606575701,5,98.28975529491258,163,1,Normal
B0006,04516,3.5735512387791406,32.03447836207717,-1.9901040351037365,6,98.9466850557287,162,1,Normal
B0006,04518,3.5711391343785897,32.11157496697372,-1.9900886222380372,7,98.907479256665,161,1,Normal
B0006,04520,3.5681507462163045,32.11257624247177,-1.9891170520197217,8,96.73038197560736,160,1,Normal
B0006,04522,3.5692834155812436,32.03566207329278,-1.9892116643905464,9,96.69974087497759,159,1,Normal
B0006,04524,3.563388513484578,31.99527968872302,-1.989191243247005,10,96.16246466459876,158,1,Normal
B0006,04526,3.566658719765511,31.87412757184136,-1.9891317699701734,11,95.59098009149795,157,1,Normal
B0006,04529,3.5687035970122847,32.120959708576166,-1.9887805507702208,12,95.05796547137973,156,1,Normal
B0006,04531,3.569207084156356,32.11021168908644,-1.9887320866401275,13,94.49439554578115,155,1,Normal
B0006,04533,3.5659271296109383,31.989061278918147,-1.9887200290368634,14,93.93478209204011,154,1,Normal
B0006,04535,3.5612417270649486,31.878814448635442,-1.9887874042287874,15,93.40301690486008,153,1,Normal
B0006,04537,3.557881987836072,31.767450711024402,-1.9885910895930397,16,92.81993331989462,152,1,Normal
B0006,04539,3.5628243724377704,31.789916349636584,-1.9884892463229662,17,92.2833824005014,151,1,Normal
B0006,04541,3.5591953280168633,31.82883467218067,-1.9883474274444874,18,91.75724579573613,150,1,Normal
B0006,04543,3.558090616558098,31.890449470827836,-1.9774549866256104,19,91.75820589657847,149,1,Normal
B0006,04546,3.5658994621578533,31.51177053595285,-1.9892347833261184,20,97.26281070025072,148,1,Normal
B0006,04550,3.5708142093488724,31.874488497680712,-1.9890474874073774,21,96.17814345585968,147,1,Normal
B0006,04554,3.5666817833633124,31.539114536389718,-1.988682950523383,22,95.6015859814876,146,1,Normal
B0006,04558,3.566839274502584,31.220866832188786,-1.9885447318884866,23,94.54186473396281,145,1,Normal
B0006,04562,3.5710519693928755,31.119005145018033,-1.9885639445355099,24,95.60974757905957,144,1,Normal
B0006,04566,3.5666308474029793,31.033244078156734,-1.9880563928902781,25,93.41978151219875,143,1,Normal
B0006,04570,3.5527392240854914,31.001249222460967,-1.9772969675547492,26,92.3028308415357,142,1,Normal
B0006,04574,3.5560959755046615,30.92143474404136,-1.9771693646864965,27,91.7934273450602,141,1,Normal
B0006,04578,3.5504500858303394,30.929360248207214,-1.9660385076397233,28,91.19000283836428,140,1,Normal
B0006,04582,3.5460070836403115,31.008109657930795,-1.9445990482746274,29,90.65816915777204,139,1,Normal
B0006,04586,3.554257954720065,30.96779499306422,-1.9769156942357176,30,91.24918141799353,138,1,Normal
B0006,04590,3.5558574696779788,31.10097217303459,-1.9997552547832569,31,94.56790349742869,137,1,Normal
B0006,04594,3.5537306734803207,31.307368922041046,-1.9884344406296763,32,92.47761948322794,136,1,Normal
B0006,04598,3.5452650003621513,31.131339987164562,-1.977131099996694,33,91.15326597829659,135,1,Normal
B0006,04602,3.538408778928339,30.828713779105055,-1.965705768920947,34,90.36588818710266,134,1,Normal
B0006,04606,3.529768831133267,30.761533072057244,-1.9542494702422437,35,89.34830346748316,133,1,Normal
B0006,04610,3.5300676840423306,31.30305692941581,-1.9490605727432448,36,89.09956824708976,132,1,Normal
B0006,04614,3.5248882875629564,31.064321446780134,-1.9373547119632697,37,88.29502550201761,131,1,Normal
B0006,04618,3.5190926887152725,30.96654665282149,-1.9312604088713479,38,87.50413873759919,130,1,Normal
B0006,04622,3.515181023027099,30.826455697992966,-1.925413982519257,39,87.01323309187394,129,1,Normal
B0006,04626,3.514029112834161,31.080769482413956,-1.9198444871883995,40,86.4952945691579,128,1,Normal
B0006,04630,3.514139684003936,31.694287817425337,-1.908733158939213,41,85.99513842496731,127,1,Normal
B0006,04634,3.509578354212467,31.875581783696692,-1.90276801874341,42,85.46456919285944,126,1,Normal
B0006,04638,3.5110708693292705,31.543288143901556,-1.9093247566511211,43,86.21059538809914,125,1,Normal
B0006,04640,3.5159179315855056,31.420983409991017,-1.930637216793332,44,86.76394038945261,124,1,Normal
B0006,04644,3.505853407270779,31.15837149963786,-1.907114151507875,45,85.18433254632082,123,1,Normal
B0006,04648,3.5010379345914444,31.15661421699882,-1.8953541357988335,46,84.17895486292434,122,1,Normal
B0006,04652,3.4974076626364967,31.206611383963253,-1.8892713805954209,47,83.64252637451848,121,1,Normal
B0006,04654,3.5388872766749144,33.61169282822635,-1.9819359924929794,48,89.60279954741002,120,1,Normal
B0006,04658,3.5327430295356828,32.85630077141311,-1.9653277079992455,49,88.83678132914206,119,1,Normal
B0006,04662,3.521214759733266,32.210981559158874,-1.9470636598230844,50,87.246513912519,118,1,Normal
B0006,04666,3.5093111439506672,31.965090081650274,-1.92416284263864,51,85.72243699983238,117,1,Normal
B0006,04670,3.50716091973708,31.744801840189538,-1.9124470439353745,52,84.95922454210778,116,1,Normal
B0006,04674,3.500928918686389,31.876564068962463,-1.8950209973545986,53,83.92262113192731,115,1,Normal
B0006,04678,3.497301989882089,32.24289319481841,-1.8837082435178907,54,83.40608610817466,114,1,Normal
B0006,04682,3.4929038301187156,32.07305565938816,-1.8716651994380058,55,82.64297086813447,113,1,Normal
B0006,04686,3.488659224822318,32.030140929891196,-1.8654809345089407,56,82.1228301199745,112,1,Normal
B0006,04690,3.4822930804774015,31.984935871368254,-1.8592903578575999,57,81.59624948921793,111,1,Normal
B0006,04694,3.4775756641979827,32.23677365476226,-1.848156298789804,58,81.12271017518528,110,1,Normal
B0006,04698,3.4787436506489255,32.56097148037261,-1.8415742473538441,59,80.58294274458679,109,1,Normal
B0006,04702,3.474015246128886,32.48984985901219,-1.8297533943331727,60,80.04568622012263,108,1,Normal
B0006,04706,3.4718387718772696,32.42612199208858,-1.8170860697729954,61,79.04583678923177,107,1,Normal
B0006,04710,3.463180130644551,32.29984271249386,-1.8111560774496662,62,78.78420253146665,106,1,Normal
B0006,04714,3.463469391967206,32.610757585145336,-1.8113056300795982,63,78.56049146190021,105,1,Normal
B0006,04718,3.460218051640069,32.25699351958767,-1.803802475704306,64,78.0031440176547,104,1,Normal
B0006,04720,3.462574876665621,32.47193402838835,-1.798243995365904,65,77.77441842886215,103,1,Normal
B0006,04724,3.4537077937586056,32.40219271195366,-1.785796380861582,66,76.99644735295674,102,1,Normal
B0006,04728,3.4514035349888337,32.30987415652578,-1.7850748194527641,67,76.71182514739364,101,1,Normal
B0006,04732,3.450781146333252,32.35440526839344,-1.778591666045787,68,76.2119854776846,100,1,Normal
B0006,04736,3.4461055724505925,32.4731363791227,-1.7727874712030285,69,75.69624653118686,99,1,Normal
B0006,04740,3.4418152533277135,32.52334649341759,-1.7601807681971697,70,74.94156650980108,98,1,Normal
B0006,04744,3.445008015985666,32.51826482349104,-1.7653027883569699,71,75.17952002501654,97,1,Normal
B0006,04748,3.4411646879750233,32.5437072434024,-1.7593486488770236,72,74.90927746753415,96,1,Normal
B0006,04752,3.443620591429828,32.56222309600736,-1.7526167898737661,73,74.41268246400591,95,1,Normal
B0006,04756,3.439943269617906,32.58978020040808,-1.7516949849801622,74,74.15927024943012,94,1,Normal
B0006,04760,3.43602719305159,32.57089563557426,-1.7510429704035002,75,73.89424928579004,93,1,Normal
B0006,04764,3.436309312279291,32.537854347094196,-1.7388746112390865,76,73.37948251946334,92,1,Normal
B0006,04768,3.4304702277711536,32.65645090520509,-1.7386225471395753,77,73.09019933714036,91,1,Normal
B0006,04770,3.4417311090871063,33.180785234653264,-1.7870762809520677,78,75.18593614163545,90,1,Normal
B0006,04774,3.4355429213552537,32.71220835503141,-1.7612682208672186,79,73.89810985080334,89,1,Normal
B0006,04778,3.4272336842373576,32.543943889007906,-1.7545532300777185,80,73.14557385723607,88,1,Normal
B0006,04782,3.4307536518687556,32.6655410721976,-1.7364250156958492,81,72.63060118809538,87,1,Normal
B0006,04786,3.430880434209888,33.160922870564626,-1.7371686757879774,82,72.63954583009604,86,1,Normal
B0006,04790,3.431984614031654,33.414445545408455,-1.7358183569582517,83,72.38184227571321,85,1,Normal
B0006,04794,3.426913589626702,33.3541679486525,-1.7297302660430056,84,72.10187145326269,84,1,Normal
B0006,04798,3.4220422356705145,33.13634596100404,-1.7278671098991139,85,71.32130179126344,83,1,Normal
B0006,04802,3.4202687142856667,32.92241762841388,-1.7269073147637581,86,71.33577144710262,82,1,Normal
B0006,04806,3.4248208106770663,33.20338483123576,-1.7211995934038338,87,71.10115176336829,81,1,Normal
B0006,04810,3.4234990883192666,33.53395065406694,-1.7211411147327178,88,71.08667461161282,80,1,Normal
B0006,04814,3.4247420964314865,33.57679340556269,-1.7200547727480755,89,70.8321901683239,79,1,Normal
B0006,04817,3.450702139255875,33.224088400657315,-1.8210481343824243,90,78.2959380474406,78,1,Normal
B0006,04820,3.4480475429907522,33.37083344726966,-1.8214457034236045,91,75.9770882494014,77,1,Normal
B0006,04824,3.4399481891896455,33.43366634309322,-1.7899159936953069,92,74.42036144029748,76,1,Normal
B0006,04828,3.4341129145012426,33.28676739403042,-1.7769345930773324,93,73.64766488653811,75,1,Normal
B0006,04832,3.4325600940363916,33.14347737377552,-1.7640032117743045,94,72.86806282628963,74,1,Normal
B0006,04836,3.4270614887575666,33.11021541795579,-1.7571701008871028,95,72.36963976177928,73,1,Normal
B0006,04840,3.427340316812041,33.18991802149879,-1.7502670210777267,96,71.86819749578868,72,1,Normal
B0006,04844,3.4234821978884367,33.26265398635676,-1.743961424321651,97,71.33148203630158,71,1,Normal
B0006,04848,3.4220957701069374,33.299978841087025,-1.736850855663561,98,71.08732579778997,70,1,Normal
B0006,04852,3.421883545422636,33.31663547841367,-1.7360045229798653,99,70.81775553094546,69,1,Normal
B0006,04856,3.4195777411151895,33.39150630507064,-1.7296901170777967,100,70.31810109956534,68,1,Normal
B0006,04860,3.4175281789596474,33.41522427488497,-1.7287954627467013,101,70.06330174681324,67,1,Normal
B0006,04864,3.4197860540725715,33.39690850726103,-1.7216729981632184,102,69.79125508434085,66,1,Normal
